league_id,team_id,team_name
1,592,Abilene Christian University
1,1,Alabama A&M University
1,2,Alabama State University
1,3,Alcorn State University
1,4,American University*
1,5,Appalachian State University
1,7,Auburn University
1,8,Austin Peay State University
1,9,Ball State University
1,10,Baylor University
1,11,Belmont University
1,12,Bethune-Cookman University
1,1704,Binghamton University
1,14,Boise State University
1,15,Boston College
1,16,Boston University
1,18,Bradley University *
1,19,Brigham Young University
1,20,Brown University
1,610,Bryant University
1,21,Bucknell University
1,22,Butler University
1,24,Cal Poly
1,185,California
1,26,Campbell University
1,226,Charlotte
1,243,Chattanooga
1,31,Chicago State University
1,32,Clemson University
1,278,Cleveland State University
1,33,Coastal Carolina University
1,34,Colgate University
1,35,College of Charleston
1,37,College of William and Mary
1,4100,Colorado State University *
1,38,Columbia University
1,39,Coppin State College
1,40,Cornell University
1,41,Creighton University
1,42,Dartmouth College
1,43,Davidson College
1,44,Delaware State University *
1,45,DePaul University
1,46,Drake University
1,47,Drexel University
1,48,Duke University
1,49,Duquesne University
1,50,East Carolina University
1,51,East Tennessee State University
1,52,Eastern Illinois University
1,53,Eastern Kentucky University
1,4090,Eastern Michigan University *
1,55,Eastern Washington University
1,56,Elon University
1,57,Fairfield University
1,58,Fairleigh Dickinson University
1,59,Florida A&M University
1,60,Florida Atlantic University
1,770,Florida Gulf Coast University
1,4076,Florida International University (FIU) *
1,61,Florida State University
1,62,Fordham University
1,3386,Fresno City College
1,25,Fresno State
1,63,Furman University
1,644,Gardner-Webb University
1,64,George Mason University
1,65,George Washington University
1,66,Georgetown University
1,68,Georgia Southern University
1,69,Georgia State University
1,67,Georgia Tech
1,70,Gonzaga University
1,71,Grambling State University *
1,3806,Grand Canyon University
1,72,Hampton University
1,73,Harvard University
1,4066,High Point University *
1,75,Hofstra University
1,1722,Holy Cross
1,4115,Houston Baptist *
1,76,Howard University
1,77,Idaho State University
1,78,Illinois State University
1,79,Indiana State University *
1,80,Indiana University-Bloomington
1,4084,Iona College *
1,4061,Iowa State University *
1,652,IPFW
1,81,IUPUI
1,83,Jackson State University
1,84,Jacksonville State University
1,85,Jacksonville University *
1,86,James Madison University
1,4060,Kansas State *
1,3796,Kennesaw State University
1,87,La Salle University
1,88,Lafayette College
1,89,Lamar University
1,90,Lehigh University
1,91,Liberty University
1,92,Lipscomb University
1,4072,Long Beach State University *
1,4103,Long Island University (Brooklyn) *
1,665,Longwood University
1,4078,Louisiana Tech University *
1,94,Loyola College (Maryland)
1,95,Loyola Marymount University
1,4097,Loyola University Chicago *
1,93,LSU
1,96,Manhattan College
1,4085,Manhattan College *
1,97,Marist College
1,98,Marquette
1,4077,Marshall University *
1,4117,McNeese State University *
1,99,Mercer University
1,4091,Miami University (Ohio) *
1,100,Michigan State University
1,101,Middle Tennessee State University
1,102,Mississippi State University
1,3822,Mississippi Valley State University *
1,147,Missouri State University *
1,104,Monmouth University
1,168,Montana
1,105,Montana State University-Bozeman
1,106,Morehead State University
1,107,Morgan State University
1,108,Mount St. Mary's University
1,109,Murray State University
1,3829,"Nebraska, Omaha"
1,110,New Mexico State University
1,111,Niagara University
1,3671,Nicholls State University
1,681,NJIT
1,112,Norfolk State University
1,225,North Carolina
1,113,North Carolina A&T State University
1,683,North Carolina Central University
1,114,North Carolina State
1,4123,North Dakota State *
1,4079,North Texas University *
1,4074,Northeastern *
1,115,Northern Arizona University
1,116,Northern Illinois University
1,686,Northern Kentucky University
1,4118,Northwestern State University *
1,117,Northwestern University
1,4082,Oakland University *
1,118,Ohio State University
1,4092,Ohio University *
1,119,Oklahoma State University
1,120,Old Dominion University
1,121,Oral Roberts University
1,4109,Oregon State University *
1,122,Penn State University
1,123,Pepperdine
1,3766,Portland State University
1,125,Prairie View A&M University
1,694,Presbyterian College
1,126,Princeton University
1,4064,Providence College *
1,128,Purdue University
1,129,Quinnipiac University
1,130,Radford University
1,131,Rice University
1,132,Rider University
1,133,Robert Morris University *
1,1736,Rochester University*
1,134,Rutgers University *
1,23,Sacramento State
1,135,Sacred Heart University
1,151,Saint Joseph's University
1,136,Saint Louis University
1,152,Saint Mary's College of California
1,4119,Sam Houston State University *
1,137,Samford University
1,138,San Diego State University
1,4101,San Jose State *
1,139,Santa Clara University
1,4096,Savannah State *
1,3582,Savannah State University *
1,3800,Seattle University
1,4063,Seton Hall University *
1,141,Siena College
1,145,SMU
1,142,South Carolina State
1,709,South Dakota State
1,4106,Southeast Missouri State *
1,143,Southeastern Louisiana University *
1,144,"Southern Illinois, Carbondale"
1,712,"Southern Illinois, Edwardsville"
1,146,"Southern University, Baton Rouge *"
1,4021,Southern Utah University
1,148,St. Bonaventure University
1,279,St. Francis College (New York)
1,149,St. Francis Univ. (Pennsylvania)
1,150,St. John's University
1,1627,St. Paul's College
1,153,St. Peter's University
1,154,Stanford University
1,4120,Stephen F. Austin *
1,157,Stetson University
1,156,Stony Brook University
1,4058,Syracuse University *
1,163,TCU
1,158,Temple University
1,159,Tennessee State University
1,160,Tennessee Tech University
1,161,Texas A&M University
1,162,Texas A&M-Corpus Christi
1,4121,Texas Southern *
1,4128,Texas State University *
1,165,Texas Tech University
1,166,The Citadel
1,4073,Towson University *
1,174,Troy University
1,3813,Tulane University
1,176,U.S. Air Force Academy
1,177,U.S. Military Academy
1,178,U.S. Naval Academy
1,179,UAB
1,732,UC Davis
1,186,UC Irvine
1,277,UC Riverside
1,188,UC Santa Barbara
1,187,UCLA
1,217,UMKC
1,224,UNC Asheville
1,169,UNC Greensboro
1,227,UNC Wilmington
1,3820,Univ. of Arkansas Pine Bluff
1,182,"Univ. of Arkansas, Little Rock"
1,192,Univ. of Dayton
1,195,Univ. of Evansville *
1,201,Univ. of Illinois at Chicago
1,752,Univ. of Incarnate Word
1,211,Univ. of Maryland Eastern Shore
1,209,"Univ. of Maryland, Baltimore County"
1,4057,"Univ. of Massachusetts, Amherst *"
1,740,"Univ. of Massachusetts, Lowell *"
1,4111,"Univ. of Missouri, Columbia *"
1,4005,Univ. of North Dakota
1,747,Univ. of Northern Colorado
1,4099,Univ. of Northern Iowa *
1,237,Univ. of San Francisco
1,247,Univ. of Texas at San Antonio
1,254,"Univ. of Wisconsin, Green Bay"
1,4081,"Univ. of Wisconsin, Milwaukee *"
1,4102,Univ. of Wyoming *
1,1709,University at Buffalo
1,180,University of Alabama
1,181,University of Arizona
1,183,University of Arkansas
1,189,University of Central Florida
1,4108,University of Colorado *
1,191,University of Connecticut
1,193,University of Delaware
1,194,University of Denver
1,3805,University of Detroit Mercy
1,196,University of Florida
1,197,University of Georgia
1,198,University of Hartford
1,199,University of Hawaii
1,4056,University of Houston *
1,200,University of Idaho
1,202,University of Illinois
1,203,University of Iowa
1,4059,University of Kansas *
1,205,University of Kentucky
1,206,University of Louisiana
1,3830,University of Louisiana at Monroe *
1,4127,University of Louisiana at Monroe *
1,208,University of Louisville
1,4046,University of Maine *
1,210,"University of Maryland, College Park *"
1,213,University of Memphis
1,214,University of Miami (Florida)
1,215,University of Michigan
1,216,University of Minnesota
1,167,University of Mississippi
1,218,University of Nebraska
1,219,University of Nevada
1,222,University of New Mexico
1,223,University of New Orleans
1,746,University of North Florida
1,229,University of Notre Dame
1,230,University of Oklahoma
1,231,University of Oregon
1,232,University of Pennsylvania
1,233,University of Portland
1,234,University of Rhode Island *
1,235,University of Richmond
1,236,University of San Diego
1,238,University of South Alabama
1,239,University of South Carolina
1,749,"University of South Carolina, Upstate"
1,4125,University of South Dakota *
1,240,University of South Florida
1,241,University of Southern California
1,242,University of Southern Mississippi
1,170,University of Tennessee
1,244,University of Tennessee at Martin *
1,171,University of Texas
1,245,University of Texas at Arlington
1,246,University of Texas-Pan American
1,248,University of the Pacific (California)
1,249,University of Toledo
1,172,University of Tulsa
1,250,University of Utah
1,4051,University of Vermont *
1,252,University of Virginia
1,253,University of Washington
1,255,University of Wisconsin
1,220,UNLV
1,256,Utah State University
1,4131,Utah Valley *
1,4080,UTEP *
1,257,Valparaiso University
1,258,Vanderbilt University
1,259,Villanova University
1,260,Virginia Commonwealth University
1,262,Virginia Tech
1,4068,VMI *
1,263,Wagner College
1,264,Wake Forest University
1,3929,Washington State University *
1,265,Weber State
1,4062,West Virginia University *
1,4112,Western Carolina University *
1,267,Western Illinois University
1,268,Western Kentucky University *
1,269,Western Michigan University
1,270,Wichita State University
1,271,Winthrop University
1,272,Wofford
1,273,Wright State University
1,274,Xavier University
1,275,Yale University
1,276,Youngstown State University
1,3319,z Blue Mountain (Miss.)
1,36,z College of the Holy Cross
1,4034,z Doubles from 2 different teams
1,3173,z Freed-Hardeman (Tenn.)
1,4006,z ITA Penalty
1,3177,z Union University (TN)
2,593,Adelphi University
2,594,American International College
2,596,"Anderson University, South Carolina"
2,597,Armstrong State University
2,598,Assumption College
2,600,Augustana College (South Dakota)
2,3089,Azusa Pacific University
2,601,Barry University
2,602,Barton College (NC)
2,603,Bellarmine University
2,604,Belmont Abbey College
2,605,Benedict College (S.C.)
2,606,Bentley University
2,3688,Bloomfield College
2,607,Bloomsburg University of Pennsylvania
2,608,Bluefield State College
2,3662,Brevard College
2,609,Brigham Young University Hawaii
2,613,Cal State L.A.
2,611,Caldwell College (N.J.)
2,3742,California Baptist University
2,612,"California State Polytechnic University, Pomona"
2,614,Cameron University
2,615,Carson-Newman College
2,616,Catawba College
2,3149,Cedarville University (Ohio)
2,3667,"Central State University, OH"
2,617,Chaminade University
2,3707,Chestnut Hill College
2,2230,Chowan University
2,619,Christian Brothers University
2,621,Coker College
2,622,Colorado Christian University
2,671,Colorado Mesa University
2,623,Colorado School of Mines
2,750,Colorado State University-Pueblo
2,624,Columbus State University
2,625,Concord University
2,4158,Concordia College
2,626,Concordia College (New York)
2,4168,Converse College *
2,3995,Daemen College
2,627,Dallas Baptist (Texas)
2,628,Davis and Elkins College
2,629,Delta State University
2,4148,Dominican College *
2,630,Dowling College
2,631,Drury University
2,632,East Central University (Oklahoma)
2,633,East Stroudsburg University of Pennsylvania
2,634,Eckerd College
2,3940,Edinboro University
2,4163,Elizabeth City State University *
2,3194,Emmanuel College (Ga.)
2,636,Emporia State University
2,637,Erskine College
2,638,Fairmont State University
2,4164,Fayetteville State University *
2,4150,Felician College *
2,639,Ferris State University
2,3208,Flagler (Fla.)
2,640,Florida Southern College
2,3626,Florida Tech
2,641,Fort Valley State University
2,642,Francis Marion University
2,643,Franklin Pierce College
2,3658,Fresno Pacific University
2,645,Georgia College
2,3195,Georgia Southwestern State
2,4152,Georgian Court (N.J.) *
2,646,Grand Valley State University
2,599,GRU Augusta
2,648,Harding University
2,649,Hawaii Pacific University
2,650,Henderson State University *
2,4187,Hillsdale College *
2,4153,Holy Family University *
2,4042,Holy Names University
2,4144,Humbolt State *
2,653,Johnson C. Smith University
2,4190,Kentucky Wesleyan College *
2,3183,King University (Tenn.)
2,655,Kutztown University of Pennsylvania
2,2319,Lake Erie College
2,656,Lake Superior State University
2,657,Lander University
2,658,Lane College
2,659,Le Moyne College
2,660,Le Moyne-Owen College
2,4218,Lee University
2,661,Lees-McRae College
2,3788,Lenoir-Rhyne University
2,662,Lewis University
2,663,Limestone College
2,664,Lincoln Memorial University
2,2327,Lincoln University (Pennsylvania) *
2,3116,Lindenwood (Mo.)
2,4165,Livingstone College *
2,4169,Long Island University (Post) *
2,4202,Lubbock Christian *
2,666,Lynn University
2,3150,Malone (Ohio)
2,667,Mars Hill University
2,2342,Maryville University of Saint Louis
2,3117,McKendree University (Ill.)
2,668,Mercy College
2,4171,Mercy College *
2,669,Mercyhurst University
2,670,Merrimack College
2,672,Metropolitan State College of Denver
2,673,Michigan Technological University
2,674,Midwestern State University
2,675,Millersville University of Pennsylvania
2,676,Minnesota State University-Mankato
2,2353,Mississippi College
2,4191,Missouri University S&T *
2,4173,Molloy College *
2,677,Montana State University-Billings
2,678,Morehouse College
2,679,Morris Brown College
2,680,Mount Olive College
2,775,New Hampshire College
2,3914,New York Institute of Technology
2,682,Newberry College
2,3631,Newman University
2,684,North Greenville University (S.C.)
2,685,Northeastern State
2,4189,Northern Michigan University *
2,687,Northwest Missouri State
2,4179,Northwestern Oklahoma State *
2,689,Northwood University (Mich.)
2,3151,Notre Dame College
2,4154,Nyack College *
2,3691,Oakland City University
2,3152,Ohio Dominican University
2,4196,Ohio Valley University *
2,3121,Oklahoma Christian *
2,4204,Oklahoma Panhandle State *
2,690,Ouachita Baptist
2,691,Pace University
2,3210,Palm Beach Atlantic (Fla.)
2,692,Pfeiffer University
2,693,Philadelphia University
2,3094,Point Loma Nazarene University (Calif.)
2,3719,Post University
2,4159,Post University
2,695,Queens College (New York)
2,696,Queens Univ. of Charlotte
2,697,Quincy University
2,3153,Roberts Wesleyan (N.Y.)
2,698,Rockhurst University
2,4208,Rogers State University *
2,699,Rollins College
2,4186,Saginaw Valley State University *
2,3904,Saint Anselm College
2,714,Saint Augustine's University *
2,701,Saint Joseph's College (IN)
2,702,Saint Leo University
2,703,Salem International University *
2,4146,San Francisco State University *
2,705,Shaw University
2,706,Shepherd University
2,1593,Shippensburg University of Pennsylvania
2,3198,Shorter University
2,707,Slippery Rock Univ. of Pennsylvania
2,708,Sonoma State University
2,710,Southampton College of Long Island Univ.
2,711,Southeastern Oklahoma State
2,4181,Southern Arkansas University *
2,4183,Southern Nazarene (Okla.) *
2,3611,Southern New Hampshire University
2,4212,Southern Wesleyan University
2,713,Southwest Baptist
2,4184,Southwestern Oklahoma State *
2,700,St. Anselm College
2,715,St. Cloud State University
2,716,St. Edward's University
2,717,St. Mary's University (Texas)
2,718,St. Michael's College
2,3606,St. Thomas Aquinas
2,2422,Stillman College
2,721,Stonehill College
2,4206,Texas A&M International *
2,726,Tiffin University
2,4199,Trevecca Nazarene University *
2,727,Truman State University
2,728,Tusculum College
2,729,Tuskegee University
2,734,UC San Diego
2,1265,Univ. at Buffalo
2,731,Univ. of Alabama in Huntsville
2,724,Univ. of Charleston (West Virginia)
2,736,"Univ. of Colorado, Colorado Springs"
2,730,Univ. of District of Columbia
2,737,Univ. of Findlay
2,738,"Univ. of Hawaii, Hilo"
2,3129,Univ. of Illinois at Springfield
2,739,Univ. of Indianapolis
2,3835,Univ. of Mary (N.D.)
2,743,"Univ. of Missouri, St. Louis"
2,4194,Univ. of Montevallo *
2,744,Univ. of Nebraska at Kearney
2,745,Univ. of North Alabama
2,3908,"Univ. of Puerto Rico, Humacao"
2,3622,"Univ. of Puerto Rico, Mayaguez"
2,3909,"Univ. of Puerto Rico, Piedras"
2,748,"Univ. of South Carolina, Aiken"
2,751,Univ. of Southern Indiana
2,3967,"Univ. of Texas, Permian Basin"
2,3163,Univ. of the Sciences (Pa.)
2,773,Univ. of Virgin Islands
2,754,Univ. of Virginia's College at Wise
2,725,Univ. of West Florida
2,4193,"Univ. of Wisconsin, Parkside *"
2,3686,"University of Arkansas, Fort Smith"
2,735,University of Central Oklahoma
2,3747,University of North Georgia
2,3885,"University of Puerto Rico, Bayamon"
2,3708,"University of Puerto Rico, Cayey"
2,3105,University of Sioux Falls
2,3682,University of West Alabama
2,2459,Upper Iowa University
2,4201,Ursuline College *
2,755,Valdosta State University
2,756,Virginia State University
2,757,Virginia Union University
2,3156,Walsh (Ohio)
2,758,Washburn University
2,759,Wayne State (MI)
2,760,West Chester Univ. of Pennsylvania
2,761,West Liberty University
2,763,West Virginia State University
2,765,West Virginia Wesleyan College
2,766,Western New Mexico University
2,3118,William Jewell (Mo.)
2,4156,Wilmington University *
2,768,Wingate University
2,769,Winona State
2,774,Winston-Salem State
2,3882,Young Harris College
2,620,z Clark Atlanta University
2,3641,Z Colorado
2,651,z Hillsdale College
2,3834,z Seton Hill (Pa.)
2,1213,Z Southern Indiana
2,3724,z Stillman
2,1120,Znoprogram
3,2186,Adrian College
3,2187,Albertus Magnus College
3,2188,Albion College
3,2189,Albright College
3,2190,Alfred University
3,2191,Allegheny College
3,2192,Alma College
3,2193,Alvernia University
3,2194,Amherst College
3,2195,Anderson University (Indiana)
3,3860,Anna Maria College
3,2196,Arcadia University
3,2197,Augustana College (Illinois)
3,2198,Aurora University
3,2199,Austin College
3,2200,Averett University
3,2201,Babson College
3,2202,Baldwin-Wallace College
3,3837,Baptist Bible College
3,2203,Bard College
3,2206,Baruch College
3,3581,Bates College
3,2204,Becker College
3,2205,Beloit College
3,3172,Berry College (Ga.)
3,2207,Bethany College (West Virginia)
3,2927,Bethany Lutheran College
3,2208,Bethel UMN
3,13,Birmingham-Southern College
3,2209,Bluffton University
3,2210,Bowdoin College
3,2211,Brandeis University
3,2212,Bridgewater College (Virginia)
3,2213,Bridgewater State University
3,2214,Brooklyn College
3,4044,Bryn Athyn
3,2215,Buena Vista University
3,2216,Cabrini College
3,2381,Cairn University
3,2217,California Institute of Technology
3,2218,California Lutheran University
3,2219,Calvin College
3,2220,Capital University
3,2221,Carleton College
3,2222,Carnegie Mellon University
3,2223,Carroll University (Wisconsin)
3,2224,Carthage College
3,2225,Case Western Reserve University
3,2226,Castleton State College
3,3574,Catholic University of America
3,4025,Cazenovia College
3,28,Centenary College (Louisiana)
3,2227,Central College (Iowa)
3,2228,Centre College
3,2229,Chapman University
3,2231,Christopher Newport University
3,2232,City College of New York
3,2363,City Tech (NYCCT)
3,2233,Claremont-Mudd-Scripps Colleges
3,2234,Clark University (Massachusetts)
3,2236,Clarkson University
3,2237,Coe College
3,2238,Colby College
3,2239,Colby-Sawyer College
3,2240,College of Mount St. Joseph
3,2241,College of Mount St. Vincent
3,2428,College of New Jersey
3,2244,College of Staten Island
3,3825,College of The Bahamas
3,2245,College of Wooster
3,2246,Colorado College
3,2247,"Concordia College, Moorhead"
3,2248,Concordia University (Illinois)
3,2249,Concordia University (Wisconsin)
3,2250,Concordia University at Austin
3,2251,Connecticut College
3,3980,Cooper Union
3,2252,Cornell College
3,3703,Covenant College
3,4222,Culinary Institute of America
3,2253,Curry College
3,2254,Defiance College
3,4221,Delaware Valley College
3,2255,Denison University
3,2256,DePauw University
3,2257,DeSales University
3,2258,Dickinson College
3,2259,Dominican University (Illinois)
3,2260,Drew University
3,3871,D'Youville College
3,2261,Earlham College
3,3965,East Texas Baptist University
3,2263,Eastern Mennonite University
3,2264,Eastern Nazarene College
3,2262,Eastern University
3,3935,Edgewood College
3,2265,Elizabethtown College
3,2266,Elmhurst College
3,2267,Elmira College
3,2268,Emerson College
3,2269,Emory & Henry College
3,2270,Emory University
3,2271,Endicott College
3,2272,Eureka College
3,2273,"Fairleigh Dickinson University, College at Florham"
3,3763,Farmingdale State College
3,2274,Ferrum College
3,2275,Fisk University
3,2276,Fontbonne College
3,3755,Franciscan University
3,2277,Franklin & Marshall
3,2278,Franklin College
3,2279,Frostburg State University
3,3644,Gallaudet University
3,2280,George Fox University
3,2281,Gettysburg College
3,2282,Gordon College
3,2283,Goucher College
3,647,Green Mountain College (Vt.)
3,2284,Greensboro College
3,2285,Greenville College
3,2286,Grinnell College
3,2287,Grove City College
3,2288,Guilford College
3,2289,Gustavus Adolphus College
3,2290,Gwynedd Mercy University
3,2291,Hamilton College
3,2292,Hamline University
3,2293,Hampden-Sydney College
3,2294,Hanover College
3,2295,Hardin-Simmons University
3,2296,Hartwick College
3,2297,Haverford College
3,2298,Heidelberg College
3,2299,Hendrix College
3,2300,Hiram College
3,2301,Hobart and William Smith Colleges
3,3643,Hood College
3,2302,Hope College
3,4038,Houghton College
3,2303,Howard Payne University
3,2304,Hunter College
3,2305,Huntingdon College (Ala.)
3,2306,Illinois College
3,2307,Illinois Wesleyan University
3,3758,Immaculata University
3,1802,Ithaca College
3,2308,John Carroll University
3,2309,John Jay College of Criminal Justice
3,2310,Johns Hopkins University
3,2311,Johnson and Wales University
3,2312,Johnson State College
3,2313,Juniata College
3,2314,Kalamazoo College
3,2315,Kenyon College
3,3729,Keuka College
3,3728,Keystone College
3,2316,King's College (Pennsylvania)
3,2870,Kingsborough Community College
3,2317,Knox College
3,3647,La Sierra University
3,2318,LaGrange College
3,1130,Lake Forest College
3,2321,Lakeland College
3,3874,Lancaster Bible College
3,2322,Lawrence University
3,2324,Lebanon Valley College
3,2325,"Lehman College, City University of New York"
3,3844,Lesley University
3,2323,LeTourneau University
3,2326,Lewis and Clark College (OR)
3,2328,Linfield College
3,2329,Loras College
3,3746,Louisiana College
3,2330,Luther College
3,2331,Lycoming College
3,2332,Lynchburg College
3,4026,Lyndon State (Vt.)
3,2333,Macalester College
3,2334,MacMurray College
3,2335,Manchester College
3,2336,Manhattanville College
3,2337,Marian University (Wisconsin)
3,2338,Marietta College
3,3684,Maritime College
3,2339,Martin Luther (Minn.)
3,2341,Maryville College (Tenn.)
3,2343,Marywood University
3,3992,Massachusetts College of Liberal Arts
3,3617,McDaniel College
3,2345,McMurry University
3,2346,Menlo College (Calif.)
3,2347,Messiah College
3,2348,Methodist University
3,3599,Miami University at Hamilton
3,3601,Miami University at Middletown
3,2349,Middlebury College
3,2350,Millikin University
3,2351,Millsaps College
3,2352,Milwaukee School of Engineering
3,3793,Misericordia University
3,2344,MIT
3,2894,Mitchell College
3,3610,Monmouth College
3,2354,Montclair State University
3,2355,Moravian College
3,3956,Mount Aloysius College
3,2356,Mount St. Mary College (New York)
3,2357,Mount Union College
3,2358,Muhlenberg College
3,2359,Muskingum College
3,2360,Nazareth College
3,2362,Neumann University
3,2364,New York University
3,2365,Newbury College
3,2366,Nichols College
3,2367,North Carolina Wesleyan
3,2368,North Central College
3,3827,North Central University (Minnesota)
3,2369,North Park University
3,3133,Northwestern College (Minn.)
3,2370,Norwich University
3,2371,Oberlin College
3,2372,Occidental College
3,2373,Oglethorpe University
3,2374,Ohio Northern University
3,2375,Ohio Wesleyan University
3,2419,Oneonta State
3,2376,Otterbein College
3,2377,Pacific Lutheran University
3,2378,Pacific University (Oregon)
3,4030,Penn College of Technology
3,3841,Penn State Abington
3,2379,Penn State Altoona
3,3734,Penn State Berks
3,4023,Penn State Branywine
3,2380,"Penn State Erie, Behrend"
3,3797,Penn State Harrisburg
3,2382,Piedmont College
3,2383,Plymouth State College
3,2384,Polytechnic Institute of NYU
3,2385,Pomona-Pitzer Colleges
3,3920,Pratt Institute of Technology
3,2386,Principia College
3,2387,Ramapo College
3,2388,Randolph College
3,3838,Randolph-Macon College
3,3898,Regis College
3,2389,Rensselaer Polytechnic Institute
3,2390,Rhode Island College
3,2391,Rhodes College
3,2392,Ripon College
3,2393,Roanoke College
3,2394,Rochester Institute of Technology
3,2395,Rockford University
3,2396,Roger Williams University
3,2397,Rose-Hulman Institute of Technology
3,3903,Rosemont College
3,2398,Rust College
3,3963,Rutgers University - Camden
3,3577,Rutgers University - Newark
3,3868,Sage Colleges
3,3594,Saint John's University (Minn.)
3,2400,Saint Mary's University of Minnesota
3,3752,Saint Vincent College
3,2401,Salem State University
3,2402,Salisbury University
3,2403,Salve Regina University
3,3884,Sarah Lawrence College
3,2405,Schreiner (Texas)
3,2406,Shenandoah University
3,2407,Simpson College
3,2408,Skidmore College
3,3701,Southern Virginia University
3,2409,Southwestern University (TX)
3,2410,Springfield College
3,2411,St. John Fisher College
3,3795,St. Joseph's College - Brooklyn Campus
3,2412,St. Joseph's College (LI)
3,2413,St. Lawrence University
3,2414,St. Mary's College of Maryland
3,2415,St. Norbert College
3,2416,St. Olaf College
3,2243,St. Scholastica (Minn.)
3,2417,State University College at Fredonia
3,2425,State University College at New Paltz
3,2418,State University College at Old Westbury
3,2420,State University College at Oswego
3,2421,Stevens Institute of Technology
3,2463,Stevenson University
3,2423,Suffolk University
3,2424,Sul Ross State
3,3730,SUNY Purchase
3,2858,SUNY-Cobleskill
3,2426,Susquehanna University
3,2427,Swarthmore College
3,722,Texas Lutheran University
3,2452,The University of Texas at Dallas
3,3572,The University of Texas at Tyler
3,2430,Thiel College
3,2431,Thomas College (Maine)
3,2432,Thomas More College
3,2433,Transylvania University
3,3809,Trine University
3,2434,Trinity College (Connecticut)
3,2435,Trinity University (Texas)
3,2436,Tufts University
3,2437,U.S. Coast Guard Academy
3,2438,"U.S. Merchant Marine Academy, Kings Point"
3,2440,UC Santa Cruz
3,2439,Union College (New York)
3,2441,Univ. of Chicago
3,2442,Univ. of Dallas
3,2443,Univ. of Dubuque
3,2444,Univ. of La Verne
3,2445,Univ. of Mary Hardin-Baylor
3,2446,"Univ. of Massachusetts, Boston"
3,2447,"Univ. of Massachusetts, Dartmouth"
3,741,"Univ. of Minnesota, Morris"
3,3880,"Univ. of Pittsburgh, Bradford"
3,1822,Univ. of Puget Sound
3,2449,Univ. of Redlands
3,2453,Univ. of the Ozarks (Arkansas)
3,2454,Univ. of the South
3,2456,"Univ. of Wisconsin, Eau Claire"
3,2455,"Univ. of Wisconsin, La Crosse"
3,2457,"Univ. of Wisconsin, Oshkosh"
3,2458,"Univ. of Wisconsin, Whitewater"
3,2340,University of Mary Washington
3,2448,University of Pittsburgh at Greensburg
3,2450,University of Rochester
3,2429,University of Scranton
3,3598,University of Southern Maine
3,2451,University of St. Thomas
3,2460,Ursinus College
3,2461,Utica College
3,2462,Vassar College
3,3926,Vaughn College
3,2464,Virginia Wesleyan College
3,2465,Wabash College
3,2466,Wartburg College
3,2467,Washington & Jefferson College
3,2468,Washington & Lee University
3,2469,Washington College (Maryland)
3,2470,Washington University in St. Louis
3,2471,Waynesburg University
3,3749,Webb Institute
3,2472,Webster University
3,2473,Wentworth Institute of Technology
3,2474,Wesley College
3,2475,Wesleyan University
3,2476,Western Connecticut State
3,2478,Western New England University
3,2479,Westminster College (Missouri)
3,767,Westminster College (PA)
3,2480,Wheaton College (Illinois)
3,2481,Wheaton College (Massachusetts)
3,3786,Wheelock College
3,2482,Whitman College
3,2483,Whittier College
3,2484,Whitworth University
3,2485,Widener University
3,2486,Wilkes University
3,2487,Willamette University
3,4243,William Peace University
3,2488,Williams College
3,2489,Wilmington College (Ohio)
3,3912,Wisconsin Lutheran College
3,2490,Wittenberg University
3,2491,Worcester Polytechnic Institute
3,2492,Worcester State University
3,2493,Yeshiva University
3,2494,York College (New York)
3,2495,York College (Pennsylvania)
3,3906,z University of the Ozarks
4,776,Abilene Christian University
4,469,Akron
4,280,Alabama A&M University
4,281,Alabama State University
